prod_name,brand_name,marked_price,discounted_price,rating,rating_count,size,product_link,img_link
Set of 3 Beard Pen Styler,LetsShave,499.0,379.0,3.9,9.0,Pack,https://www.myntra.com/shaving-brush--razor/letsshave/letsshave-set-of-3-multi-care-beard-pen-styler/12186762/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/12186762/2022/12/31/43ff9ffa-3157-4580-bf55-d6646cc405e11672468668091-LetsShave-Set-of-3-Multi-Care-Beard-Pen-Styler-5941672468667-1.jpg"
Women Solid Running Shoes,Denill,999.0,649.0,4.1,57.0,UK3,https://www.myntra.com/sports-shoes/denill/denill-women-white-solid-running-shoes/16368544/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16368544/2021/12/4/e335e556-e3f5-4ec5-b5c8-99ebb91ba1a51638611748748DenillWomenWhite1.jpg"
Men Comfort Sandals,MENGLER,4999.0,999.0,4.1,46.0,UK7,https://www.myntra.com/sandals/mengler/mengler-men-coffee-brown-comfort-sandals/15389168/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/15389168/2021/9/26/cd192bda-69a9-4b38-ad7b-f1c3241447da1632632746881-MENGLER-Men-Coffee-Brown-Comfort-Sandals-9061632632746817-13.jpg"
Faded Cotton Casual Shirt,WROGN,2399.0,1199.0,4.0,1.9,42,https://www.myntra.com/shirts/wrogn/wrogn-men-blue-faded-cotton-casual-shirt/11361514/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11361514/2021/12/9/8c6963cf-7893-4833-8ce7-9a38530fa6631639025038149-WROGN-Men-Blue-Faded-Cotton-Casual-Shirt-6181639025037462-1.jpg"
Women Dri-FIT Yoga Tights,Nike,3195.0,2875.0,4.3,10.0,S,https://www.myntra.com/tights/nike/nike-women-black-solid-high-rise-78-dri-fit-yoga-tights/16347154/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/16347154/2021/12/28/5051a5c5-397b-4a41-92e6-d00738861c541640681618868-Nike-Yoga-Dri-FIT-Womens-78-High-Rise-Leggings-4591640681618-1.jpg"
Men Self-Design Sherwani Set,SOJANYA,5499.0,1484.0,3.6,13.0,XXL,https://www.myntra.com/sherwani/sojanya/sojanya-men-black-self-design-sherwani-set/11718656/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/3/18/5c62160f-8544-47f8-b457-430c9d35d96a1584484795406-1.jpg"
Printed Round Neck T-shirt,Roadster,499.0,284.0,4.2,2.7,S,https://www.myntra.com/tshirts/roadster/roadster-men-maroon--black-printed-round-neck-t-shirt/11537058/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/11537058/2020/3/16/55d9911e-9ed9-4f89-803f-aeb933e69c291584349605535-Roadster-Men-Maroon-Printed-Round-Neck-T-shirt-9701584349604-1.jpg"
Men Solid Formal Derbys,WALKWAY by Metro,,,4.1,45.0,UK10,https://www.myntra.com/formal-shoes/walkway-by-metro/walkway-by-metro-men-black-solid-formal-derbys/11459858/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/productimage/2020/2/5/65a0000a-b85a-47cd-b829-0afa0184a0c61580853673997-1.jpg"
Jasmine Gold Hair Oil 300ml,Parachute,161.0,125.0,4.5,1.0,300ML,https://www.myntra.com/hair-oil/parachute/parachute-advansed-jasmine-gold-coconut-hair-oil---300ml/17699390/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/17699390/2022/5/10/12b62575-c0af-4b10-bb7d-8389869243451652163263760-Parachute-Women-Hair-Oil-8371652163263686-1.jpg"
Lightly Padded T-shirt Bra,DressBerry,899.0,370.0,4.5,8.6,32C,https://www.myntra.com/bra/dressberry/dressberry-black-solid-non-wired-lightly-padded-t-shirt-bra-db-cam-pad-01a/9050743/buy,"https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/9050743/2019/5/29/18ad731a-b266-4595-8e4f-9f8e583eba4a1559119545128-DressBerry-Women-Bra-1831559119544374-1.jpg"
